,Finance company,Public company,Before,Operation,After,Date
26650,高盛,ReneSola的美国存托凭证,中性,下调,卖出,2011-07-08
26651,Baird,摩托罗拉移动公司首次,中性,定为,中性,2011-07-08
26652,摩根大通,李宁,中性,下调,减持,2011-07-08
26653,美国银行/美林,复星国际,中性,上调,买进,2011-07-08
26654,标普,工商银行拟发行的4亿澳元优先无担保债券,“A”,定为,“A”,2011-07-08
26655,摩根士丹利,中国无线首次,中性,定为,中性,2011-07-07
26656,摩根士丹利,中兴通讯,中性,上调,增持,2011-07-07
26657,汇丰,天合光能有限公司,减持,上调,增持,2011-07-07
26658,花旗集团,全球金融类股,减持,上调,中性,2011-07-07
26659,花旗集团,宏达国际,买进,下调,卖出,2011-07-07
26660,高盛,东风汽车集团,买进,下调,中性,2011-07-06
26661,花旗集团,宝姿,买进,下调,卖出,2011-07-06
26662,CollinsStewart,EBay首次,买进,定为,买进,2011-07-06
26663,CollinsStewart,百度首次,买进,定为,买进,2011-07-06
26664,欧元走低，因穆迪,葡萄牙,欧元走低，因穆迪将葡萄牙评级,下调,垃圾级,2011-07-06
26665,大和,新濠国际发展,强于大盘,上调,买进,2011-07-05
26666,高盛,友达光电,买进,下调,中性,2011-07-05
26667,瑞士信贷,台泥国际,强于大盘,下调,中性,2011-07-05
26668,瑞士信贷,中材股份,强于大盘,下调,中性,2011-07-05
26669,瑞士信贷,鞍钢股份,中性,下调,弱于大盘,2011-07-05
26670,瑞士信贷,宝钢股份,强于大盘,下调,中性,2011-07-05
26671,新闻稿：标准普尔,银泰百货及其拟发债券,“BB-”,定为,“BB,2011-07-04
26672,德银,中海油服,持有,上调,买进,2011-07-04
26673,标准普尔,银泰百货,BB-,定为,BB,2011-07-04
26674,摩根大通,中国交通建设,中性,上调,增持,2011-07-04
26675,摩根大通,中国中铁,减持,上调,中性,2011-07-04
26676,摩根大通,中国铁建,减持,上调,中性,2011-07-04
26677,汇丰,亨得利,中性,上调,增持,2011-07-04
26678,瑞银,健鼎科技,卖出,上调,中性,2011-07-04
26679,美国银行/美林,仪征化纤股份(H股),弱于大盘,上调,中性,2011-07-01
26680,S&PEquityResearch,百度,买进,下调,持有,2011-07-01
26681,穆迪,浦项综合制铁公司,穆迪将浦项综合制铁公司评级,下调,A3，前景为稳定,2011-06-30
26682,SocieteGenerale,Glencore首次,买进,定为,买进,2011-06-30
26683,元大,大立光电,买进,维持在,买进,2011-06-30
26684,瑞士信贷,中国生物制药首次,强于大盘,定为,强于大盘,2011-06-30
26685,瑞士信贷,Glencore首次,强于大盘,定为,强于大盘,2011-06-29
26686,高盛,广电信息,中性,上调,买进,2011-06-29
26687,美国银行/美林,比亚迪股份,买进,下调,弱于大盘,2011-06-29
26688,惠誉,家乐福,惠誉将家乐福评级,下调,BBB,2011-06-28
26689,穆迪,丰田及其附属公司,穆迪将丰田及其附属公司评级,下调,Aa3，仍置于下调观察名单,2011-06-28
26690,法国巴黎银行,扬子江初始,持有,定为,持有,2011-06-28
26691,星展唯高达,香港交易所,买进,下调,持有,2011-06-27
26692,摩根大通,Glencore首次,中性,定为,中性,2011-06-24
26693,惠誉：,菲律宾,惠誉：将菲律宾评级,上调,“BB,2011-06-24
26694,BMO,芝加哥商业交易所控股公司首次,强于大盘,定为,强于大盘,2011-06-23
26695,MaximGroup,天合光能有限公司首次,买进,定为,买进,2011-06-23
26696,花旗集团,远传电信,持有,上调,买进,2011-06-23
26697,麦格理,ResearchInMotion首次,强于大盘,定为,强于大盘,2011-06-22
26698,CollinsStewart,中电光伏首次,买进,定为,买进,2011-06-22
26699,汇丰,苏格兰皇家银行,增持,下调,中性,2011-06-22
26700,汇丰,莱斯银行,增持,下调,中性,2011-06-22
26701,StifelNicolaus,世纪佳缘首次,买进,定为,买进,2011-06-21
26702,SamsungSecurities,晶元光电,持有,下调,卖出,2011-06-21
26703,花旗,丰田汽车,卖出,上调,持有,2011-06-21
26704,大和,哈尔滨动力,弱于大盘,上调,强于大盘,2011-06-21
26705,大和,丰田汽车,中性,上调,强于大盘,2011-06-21
26706,Oppenheimer,世纪佳缘首次,强于大盘,定为,强于大盘,2011-06-20
26707,穆迪,东京电力,穆迪将东京电力评级,下调,垃圾级并可能进一步下调,2011-06-20
26708,汇丰,健鼎科技,中性,下调,减持,2011-06-17
26709,德银,永亨银行,持有,上调,买进,2011-06-17
26710,摩根大通,莎莎国际,中性,上调,增持,2011-06-17
26711,建银国际,中国保险类股,增持,下调,中性,2011-06-16
26712,高盛,香港交易所,买进,下调,中性,2011-06-16
26713,高盛,香港交易所,买进,下调,中性,2011-06-16
26714,花旗集团,重庆农村商业银行,持有,上调,买进,2011-06-16
26715,大和,雨润食品,强于大盘,上调,买进,2011-06-16
26716,标普,NationalBankofGreece,标普将NationalBankofGreece的评级,下调,CCC，前景负面,2011-06-15
26717,标准普尔：,四家希腊银行,标准普尔：将四家希腊银行的评级由'B',下调,'CCC',2011-06-15
26718,RothCapital,上海巨人网络科技,中性,上调,买进,2011-06-15
26719,新闻稿：穆迪,菲律宾主权,新闻稿：穆迪将菲律宾主权评级,上调,Ba2，前景稳定,2011-06-15
26720,新闻稿：标普,中国房地产开发商,新闻稿：标普将中国房地产开发商评级展望,下调,负面,2011-06-15
26721,新闻稿：标普,中国房地产开发商,新闻稿：标普将中国房地产开发商评级展望,下调,负面,2011-06-15
26722,穆迪,菲律宾主权,穆迪将菲律宾主权评级,上调,Ba2，前景稳定,2011-06-15
26723,DBS唯高达,玖龙纸业,持有,上调,买进,2011-06-15
26724,麦格理,宏达国际,强于大盘,下调,中性,2011-06-15
26725,PacificCrest,人人公司首次,强于大盘,定为,强于大盘,2011-06-14
26726,野村证券,东方海外国际,买进,下调,中性,2011-06-14
26727,野村证券,长荣海运股份有限公司,中性,下调,减持,2011-06-14
26728,新闻稿：惠誉,工银亚洲的长期IDR上调至“A”；,新闻稿：惠誉将工银亚洲的长期IDR,上调,“A”；评级前景稳定,2011-06-13
26729,惠誉,工银亚洲,惠誉将工银亚洲评级,上调,“A”，评级前景稳定,2011-06-13
26730,汇丰,SOHO中国,中性,上调,增持,2011-06-13
26731,高盛,中国财险,中性,上调,买进,2011-06-13
26732,美银美林,海螺水泥,中性,上调,买进,2011-06-13
26733,摩根士丹利,新濠国际发展,中性,上调,增持,2011-06-13
26734,瑞士信贷,长荣航空,强于大盘,下调,中性,2011-06-13
26735,大华继显,交通银行,持有,下调,卖出,2011-06-13
26736,大华继显,交通银行,持有,下调,卖出,2011-06-13
26737,大和,康师傅控股,持有,上调,买进,2011-06-13
26738,标准普尔,永利渡假,标准普尔将永利渡假评级,上调,BB,2011-06-11
26739,标普,Glencore,标普将Glencore评级,上调,“BBB,2011-06-10
26740,瑞士信贷,中银香港（控股）,弱于大盘,上调,中性,2011-06-10
26741,瑞士信贷,东亚银行,中性,下调,弱于大盘,2011-06-10
26742,大华,特步国际,买进,下调,持有,2011-06-10
26743,瑞士信贷,希慎兴业,中性,上调,强于大盘,2011-06-08
26744,瑞银,山东黄金,卖出,上调,中性,2011-06-08
26745,高盛,软库,卖出,上调,中性,2011-06-08
26746,美林,西太平洋银行,中性,上调,买进,2011-06-08
26747,LazardCapital,星巴克首次,买进,定为,买进,2011-06-07
26748,高盛,中信证券,买进,下调,中性,2011-06-07
26749,高盛,中国光大控股,中性,上调,买进,2011-06-07
26750,瑞士信贷,渣打集团,强于大盘,下调,弱于大盘,2011-06-07
26751,瑞士信贷,汇丰控股,强于大盘,下调,中性,2011-06-07
26752,德银,联强国际,持有,上调,买进,2011-06-07
26753,瑞士信贷,联发科技,中性,下调,弱于大盘,2011-06-07
26754,瑞银,裕隆汽车,中性,上调,买进,2011-06-07
26755,瑞士信贷,苏格兰皇家银行首次,中性,定为,中性,2011-06-06
26756,瑞士信贷,渣打集团首次,弱于大盘,定为,弱于大盘,2011-06-06
26757,瑞士信贷,汇丰控股首次,中性,定为,中性,2011-06-06
26758,瑞士信贷,巴克莱集团首次,强于大盘,定为,强于大盘,2011-06-06
26759,新闻稿：穆迪,佳兆业集团,新闻稿：穆迪将佳兆业集团评级前景,下调,负面,2011-06-03
26760,汇丰,中国山水水泥,中性,上调,增持,2011-06-03
26761,大和,中国海洋石油,强于大盘,上调,买进,2011-06-03
26762,标普,港铁公司拟发行人民币票据,AAA,定为,AAA,2011-06-02
26763,瑞士信贷,裕元集团,强于大盘,下调,中性,2011-06-02
26764,BarclaysCapital,世纪互联数据中心首次,中性,定为,中性,2011-05-31
26765,汇丰,银河娱乐首次,增持,定为,增持,2011-05-31
26766,野村证券,GlencoreInternation首次,减持,定为,减持,2011-05-31
26767,野村证券,渣打集团,中性,上调,买进,2011-05-31
26768,Maybank,世界华文媒体,买进,下调,持有,2011-05-31
26769,新闻稿：标普,东电信用,新闻稿：标普将东电信用评级,下调,B,2011-05-31
26770,新闻稿：标普,东电信用,新闻稿：标普将东电信用评级,下调,B,2011-05-31
26771,东京电力跌4.6%至311日圆；因标普,其债务,东京电力跌4.6%至311日圆；因标普将其债务评级,下调,投机级,2011-05-31
26772,标准普尔：,东京电力,标准普尔：将东京电力评级,下调,B,2011-05-31
26773,摩根士丹利,和记电讯香港,摩根士丹利将和记电讯香港评级,上调,增持,2011-05-30
26774,瑞银,中外制药,买进,下调,中性,2011-05-30
26775,更正：穆迪,新西兰四大银行,Aa2,下调,Aa3,2011-05-30
26776,TiconderogaSecurities,惠普公司首次,中性,定为,中性,2011-05-27
26777,S&PEquityResearch,德国商业银行,持有,上调,买进,2011-05-26
26778,德银,英国零售类股,增持,下调,中性,2011-05-25
26779,高盛,北京控股,买进,下调,中性,2011-05-25
26780,HSBC,亚洲水泥(中国),中性,上调,增持,2011-05-25
26781,标准普尔,中国玻璃,标准普尔将中国玻璃评级,上调,B,2011-05-24
26782,更正：汇丰,中国熔盛重工首次,减持,定为,减持,2011-05-24
26783,汇丰,中国熔盛重工首次,增持,定为,增持,2011-05-24
26784,穆迪,中国玻璃,穆迪将中国玻璃的评级,上调,B1；评级前景稳定,2011-05-24
26785,标准普尔,人和商业,BB,下调,BB,2011-05-23
26786,大和,晨星半导体,强于大盘,上调,买进,2011-05-23
26787,花旗集团,爱依斯公司,持有,上调,买进,2011-05-20
26788,德银,瑞士信贷,持有,上调,买进,2011-05-20
26789,惠誉,渣打银行(台湾)债券发行,“AAA”,定为,“AAA”,2011-05-19
26790,澳大利亚四家大型银行股价下跌，因穆迪,,澳大利亚四家大型银行股价下跌，因穆迪将评级,下调,AA2,2011-05-18
26791,穆迪,澳大利亚四家主要银行,穆迪将澳大利亚四家主要银行评级由Aa1,下调,Aa2,2011-05-18
26792,瑞士信贷,中国人寿,弱于大盘,上调,中性,2011-05-17
26793,高盛,日本股票,高盛将日本股票评级,下调,减持,2011-05-17
26794,汇丰,中国石化,中性,下调,减持,2011-05-13
26795,标普,东京电力,BBB+,下调,BBB,2011-05-13
26796,标普,中国龙工及其拟发债券,BB；评级前景稳定,定为,BB；评级前景稳定,2011-05-13
26797,富国银行,星巴克首次,与大盘一致,定为,与大盘一致,2011-05-13
26798,瑞士信贷,永亨银行,中性,上调,强于大盘,2011-05-13
26799,苏格兰皇家银行,法国兴业银行,卖出,上调,持有,2011-05-11
26800,标普,夏普公司,A,下调,A,2011-05-11
26801,苏格兰皇家银行,必和必拓首次,买进,定为,买进,2011-05-10
26802,苏格兰皇家银行,力拓首次,买进,定为,买进,2011-05-10
26803,Cowen,奇虎360首次,中性,定为,中性,2011-05-10
26804,美国银行-美林,展讯通信有限公司,弱于大盘,上调,买进,2011-05-09
26805,BarclaysCapital,西方石油公司,增持,下调,中性,2011-05-09
26806,高盛,百事公司,买进,上调,确信买进,2011-05-09
26807,高盛,T.RowePrice,确信买进,下调,买进,2011-05-09
26808,高盛,E*Trade,中性,上调,买进,2011-05-09
26809,高盛,XLGroup,买进,上调,确信买进,2011-05-09
26810,BarclaysCapital,英国石油公司,减持,上调,中性,2011-05-09
26811,StifelNicolaus,奇虎360科技首次,持有,定为,持有,2011-05-09
26812,Duncan-Williams,NobleCorp,减持,上调,强烈建议买进,2011-05-09
26813,Duncan-Williams,Helmerich&Payne,减持,上调,买进,2011-05-09
26814,元大,新日光,买进,下调,卖出,2011-05-06
26815,Jefferies,亚信控股首次,买进,定为,买进,2011-05-05
26816,摩根士丹利,兴业银行,增持,下调,中性,2011-05-05
26817,高盛,搜房网,中性,上调,买进,2011-05-05
26818,高盛,正崴精密,中性,上调,买进,2011-05-05
26819,Auriga,FirstSolar,持有,上调,买进,2011-05-04
26820,Duncan-Williams,RowanCos,卖出,上调,强烈建议买进,2011-05-04
26821,摩根士丹利,盈德气体,中性,上调,增持,2011-05-04
26822,永丰,胜华科技,买进,下调,中性,2011-05-04
26823,花旗集团,中华电信,买进,下调,持有,2011-05-04
26824,花旗集团,中国石化,买进,下调,卖出,2011-05-04
26825,大华继显,国泰航空,持有,下调,卖出,2011-05-04
26826,高盛,奇美电子,买进,下调,中性,2011-05-04
26827,高盛,登海种业,中性,上调,买进,2011-05-03
26828,高盛,隆平高科,卖出,上调,中性,2011-05-03
26829,高盛,南方航空(ADS),卖出,上调,中性,2011-05-03
26830,高盛,东方航空(A股),买进,下调,中性,2011-05-03
26831,高盛,中国国航(A股),卖出,上调,中性,2011-05-03
26832,汇丰,中国国航,增持,下调,中性,2011-05-03
26833,里昂证券亚洲,江苏宁沪高速公路,里昂证券亚洲将江苏宁沪高速公路评级,上调,强于大盘,2011-05-03
26834,瑞士信贷,联发科技,弱于大盘,上调,中性,2011-05-03
26835,汇丰,宏达国际,中性,下调,减持,2011-05-03
26836,瑞士信贷,宏达国际,强于大盘,下调,中性,2011-05-03
26837,标准普尔,新奥能源拟发行的债券,BBB-,定为,BBB,2011-04-29
26838,元大,茂迪股份有限公司,持有,下调,卖出,2011-04-29
26839,元大,鸿准精密,卖出,上调,持有,2011-04-29
26840,元大,力成科技股份有限公司,元大将力成科技股份有限公司评级,上调,确信买进,2011-04-29
26841,里昂证券亚洲,招金矿业,买进,下调,弱于大盘,2011-04-29
26842,里昂证券亚洲,瑞金矿业,强于大盘,下调,弱于大盘,2011-04-29
26843,大和,台达电子,弱于大盘,下调,卖出,2011-04-29
26844,大和,台湾水泥股份有限公司,弱于大盘,上调,买进,2011-04-28
26845,大和,亚洲水泥,持有,上调,买进,2011-04-28
26846,瑞士信贷,友达光电股份有限公司,强于大盘,定为,强于大盘,2011-04-28
26847,瑞士信贷,洋华,强于大盘,下调,中性,2011-04-27
26848,瑞士信贷,闳晖实业股份有限公司,强于大盘,下调,中性,2011-04-27
26849,瑞士信贷,金隅股份,中性,上调,强于大盘,2011-04-27
26850,瑞士信贷,玉山金控,中性,上调,强于大盘,2011-04-27
26851,瑞士信贷,兆丰金控,弱于大盘,上调,中性,2011-04-27
26852,高盛,台积电,中性,上调,确信买进,2011-04-27
26853,JancoPartners,搜狐公司,择机买进,上调,买进,2011-04-27
26854,标准普尔,MI能源,'B+'；评级前景稳定,定为,'B,2011-04-26
26855,美国银行,越秀房地产投资信托基金的首次,买进,定为,买进,2011-04-26
26856,标普,六家日本汽车企业,标普将六家日本汽车企业评级展望,下调,负面，受减产影响,2011-04-26
26857,标普,六家日本汽车企业,标普将六家日本汽车企业评级展望,下调,负面，受减产影响,2011-04-26
26858,高盛,洋华,卖出,上调,中性,2011-04-26
26859,高盛,联发科技,卖出,上调,中性,2011-04-26
26860,高盛,宸鸿科技,中性,下调,确信卖出,2011-04-26
26861,里昂证券亚洲,山西汾酒,中性,上调,强于大盘,2011-04-26
26862,高盛,新浪,中性,下调,卖出,2011-04-21
26863,高盛,中国铝业股份有限公司,卖出,上调,中性,2011-04-21
26864,瑞银,永利澳门,买进,下调,中性,2011-04-21
26865,瑞银,新濠国际发展,中性,上调,买进,2011-04-21
26866,里昂证券亚洲,HutchisonPortHoldingsTrust首次,弱于大盘,定为,弱于大盘,2011-04-21
26867,高盛,新浪,中性,下调,卖出,2011-04-21
26868,高盛,中国铝业股份有限公司(A股),卖出,上调,中性,2011-04-21
26869,元大,创见资讯股份有限公司,卖出,上调,买进,2011-04-21
26870,元大,大立光电股份有限公司,持有,上调,买进,2011-04-21
26871,高盛,中国铝业股份有限公司,卖出,上调,中性,2011-04-21
26872,大华继显,中国远洋,大华继显将中国远洋评级,下调,卖出,2011-04-21
26873,摩根大通,信义房屋仲介,增持,下调,中性,2011-04-21
26874,大和,宝姿,持有,上调,强于大盘,2011-04-21
26875,大和,东方海外国际,强于大盘,下调,弱于大盘,2011-04-21
26876,FirstGlobal,友达光电首次,适度弱于大盘,定为,适度弱于大盘,2011-04-20
26877,摩根大通,英特尔,中性,上调,增持,2011-04-20
26878,德银,中国联通,持有,上调,买进,2011-04-20
26879,摩根士丹利,汇丰控股,中性,上调,增持,2011-04-20
26880,永丰,宏基股份有限公司,永丰将宏基股份有限公司评级,下调,卖出,2011-04-20
26881,野村证券,可成科技,减持,上调,买进,2011-04-20
26882,野村证券,广达电脑,买进,下调,中性,2011-04-20
26883,野村证券,和硕,中性,下调,减持,2011-04-20
26884,里昂证券亚洲,嘉凯城,买进,下调,弱于大盘,2011-04-20
26885,里昂证券亚洲,东方海外国际,买进,下调,强于大盘,2011-04-20
26886,里昂证券亚洲,保利协鑫能源,买进,下调,强于大盘,2011-04-20
26887,高盛,金风科技(H股),中性,下调,卖出,2011-04-20
26888,麦格理,胜狮货柜,中性,上调,强于大盘,2011-04-20
26889,摩根大通,宏基股份有限公司,中性,下调,减持,2011-04-20
26890,Cowen,网易公司,强于大盘,下调,中性,2011-04-19
26891,瑞士信贷,澳博控股,中性,上调,强于大盘,2011-04-19
26892,瑞士信贷,永利澳门,弱于大盘,上调,中性,2011-04-19
26893,瑞士信贷,金沙中国有限公司,中性,上调,强于大盘,2011-04-19
26894,摩根大通,鸿准精密,中性,上调,增持,2011-04-19
26895,美国银行-美林,台湾水泥,弱于大盘,上调,中性,2011-04-19
26896,美国银行-美林,台湾水泥股份有限公司,中性,上调,买进,2011-04-19
26897,野村证券,大立光电股份有限公司,中性,上调,买进,2011-04-19
26898,Scotia,戴文能源公司,Scotia将戴文能源公司评级,下调,与类股一致,2011-04-18
26899,加元兑美元走高，因标普,美国政府,加元兑美元走高，因标普将美国政府评级前景,下调,负面,2011-04-18
26900,标准普尔,对美国政府信用,标准普尔将对美国政府信用评级的前景,下调,负面,2011-04-18
26901,瑞士信贷,Infosys技术有限公司,强于大盘,下调,中性,2011-04-18
26902,KeyBancCapitalMarkets,百思买,买进,下调,持有,2011-04-18
26903,摩根士丹利,卡夫食品,增持,下调,中性,2011-04-18
26904,Jefferies,中国石油首次,买进,定为,买进,2011-04-18
26905,Jefferies,中国石化首次,持有,定为,持有,2011-04-18
26906,标普,力拓,BBB+,上调,A,2011-04-18
26907,瑞士信贷,中国移动,强于大盘,下调,中性,2011-04-18
26908,里昂证券亚洲,雪佛龙公司,买进,下调,强于大盘,2011-04-15
26909,美国银行-美林,新濠博亚娱乐,中性,上调,买进,2011-04-15
26910,瑞士信贷,中国移动,强于大盘,下调,中性,2011-04-15
26911,瑞士信贷,中国电信,中性,下调,弱于大盘,2011-04-15
26912,汇丰,联咏科技,增持,下调,减持,2011-04-15
26913,穆迪还,爱尔兰短期发行人,穆迪还将爱尔兰短期发行人评级由Prime-2,下调,Prime,2011-04-15
26914,穆迪,爱尔兰,穆迪将爱尔兰评级由Baa1,下调,Baa3；评级前景仍为负面,2011-04-15
26915,瑞士信贷,包钢稀土的首次,强于大盘,定为,强于大盘,2011-04-15
26916,高盛,金融类股,“增持”,下调,“中性”,2011-04-15
26917,法国兴业银行,德银,买进,下调,持有,2011-04-14
26918,法国兴业银行,瑞士信贷,持有,下调,卖出,2011-04-14
26919,摩根士丹利,广州药业,增持,下调,中性,2011-04-14
26920,RothCapital,江西赛维LDK太阳能首次,中性,定为,中性,2011-04-14
26921,RothCapital,天合光能首次,中性,定为,中性,2011-04-14
26922,RothCapital,英利绿色能源首次,中性,定为,中性,2011-04-14
26923,新闻稿：惠誉,中石油、中石化和中铝本币,新闻稿：惠誉将中石油、中石化和中铝本币评级展望,下调,负面,2011-04-13
26924,新闻稿：穆迪,雅居乐地产,新闻稿：穆迪将雅居乐地产评级,上调,Ba2，前景为稳定,2011-04-13
26925,摩根士丹利,银河娱乐,增持,下调,中性,2011-04-12
26926,PacificCrest,中国联通,与类股一致,上调,强于类股,2011-04-11
26927,PacificCrest,中国电信,强于类股,下调,与类股一致,2011-04-11
26928,新闻稿：惠誉,中国电信,新闻稿：惠誉将中国电信评级,上调,“A”；评级前景稳定,2011-04-08
26929,惠誉,中国电信,惠誉将中国电信的评级,上调,'A'；评级前景稳定,2011-04-07
26930,CIMB,云顶香港首次,强于大盘,定为,强于大盘,2011-04-07
26931,StandpointResearch,诺基亚公司首次,买进,定为,买进,2011-04-07
26932,标普,中国自动化拟发行债券,BB-，评级展望为稳定,定为,BB,2011-04-06
26933,标普,中信泰富中期票据发行计划及拟发行票据,BBB-,定为,BBB,2011-04-06
26934,惠誉,巴西,惠誉将巴西的评级,上调,“BBB”,2011-04-04
26935,瑞士信贷,福特汽车公司,弱于大盘,上调,中性,2011-04-04
26936,瑞士信贷,日本房地产类股,增持,下调,与大盘一致,2011-04-04
26937,惠誉,荷兰皇家壳牌,惠誉将荷兰皇家壳牌评级,下调,AA，前景为稳定,2011-04-01
26938,RothCapital,YuheInternation首次,买进,定为,买进,2011-04-01
26939,RothCapital,Syswin首次,买进,定为,买进,2011-04-01
26940,S&PEquityResearch,百度,买进,下调,持有,2011-04-01
26941,标普,四家希腊银行,标普将四家希腊银行评级,下调,'B,2011-03-31
26942,SterneAgee,ResearchInMotion首次,中性,定为,中性,2011-03-30
26943,大和,中煤能源,2(强于大盘),下调,4,2011-03-28
26944,大和,台湾化纤首次,2（强于大盘）,定为,2（强于大盘）,2011-03-28
26945,花旗集团,中国中冶,卖出,上调,持有,2011-03-25
26946,摩根士丹利,中化化肥,增持,下调,中性,2011-03-25
26947,麦格理,中煤能源,强于大盘,下调,中性,2011-03-25
26948,德意志证券,索尼公司,持有,上调,买进,2011-03-25
26949,大和,巨腾国际,持有,下调,弱于大盘,2011-03-25
26950,里昂证券亚洲,扬子江,卖出,上调,弱于大盘,2011-03-24
26951,摩根士丹利,中国人寿,增持,下调,中性,2011-03-24
26952,德银,长荣航空,卖出,上调,持有,2011-03-24
26953,德银,中华航空,卖出,上调,持有,2011-03-24
26954,新闻稿：穆迪,日本三大财产保险公司,新闻稿：穆迪将日本三大财产保险公司的评级前景,下调,负面,2011-03-23
26955,大华继显,世茂房地产,卖出,上调,持有,2011-03-23
26956,大华继显,亨得利,买进,下调,持有,2011-03-23
26957,花旗集团,台湾塑胶,买进,下调,持有,2011-03-23
26958,摩根大通,康师傅控股,减持,上调,中性,2011-03-22
26959,摩根士丹利,TCL多媒体,增持,下调,中性,2011-03-22
26960,摩根士丹利,冠捷科技,中性,上调,增持,2011-03-22
26961,野村证券,东京电力,买进,下调,中性,2011-03-22
26962,摩根大通,恒基地产,增持,下调,中性,2011-03-21
26963,高盛,永亨银行,买进,下调,中性,2011-03-21
26964,高盛,汇丰控股,中性,上调,买进,2011-03-21
26965,高盛,创兴银行,中性,下调,卖出,2011-03-21
26966,高盛,东亚银行,买进,下调,中性,2011-03-21
26967,穆迪,东京电力,穆迪将东京电力评级由Aa2,下调,A1，仍置于评级观察名单,2011-03-18
26968,大华继显,海天国际,买进,下调,持有,2011-03-17
26969,大和,比亚迪电子,买进,下调,持有,2011-03-17
26970,摩根士丹利,中国平安(H股),增持,下调,中性,2011-03-16
26971,摩根士丹利,碧生源,中性,上调,增持,2011-03-16
26972,高盛,柳工,买进,下调,中性,2011-03-16
26973,高盛,中联重科(A股),买进,下调,中性,2011-03-16
26974,高盛,民生银行(A股),中性,上调,买进,2011-03-15
26975,高盛,南京银行,卖出,上调,中性,2011-03-15
26976,摩根士丹利,江苏宁沪高速公路,中性,上调,增持,2011-03-15
26977,野村证券,洋华,中性,下调,减持,2011-03-15
26978,花旗集团,中国联通,持有,上调,买进,2011-03-15
26979,摩根大通,欧洲银行业,中性,上调,增持,2011-03-14
26980,瑞银,HannoverRe首次,中性,定为,中性,2011-03-14
26981,摩根大通,上海电气,增持,下调,中性,2011-03-14
26982,摩根大通,东方电气(H股),中性,上调,增持,2011-03-14
26983,高盛,台新金控,买进,下调,中性,2011-03-14
26984,高盛,富邦金控,中性,上调,买进,2011-03-14
26985,高盛,东京电力,买进,下调,中性,2011-03-14
26986,麦格理,华固建设,弱于大盘,上调,强于大盘,2011-03-11
26987,麦格理,宏普建设,弱于大盘,上调,强于大盘,2011-03-11
26988,摩根士丹利,香港中华煤气,减持,上调,中性,2011-03-11
26989,摩根大通,奇美电子,增持,下调,中性,2011-03-11
26990,大和,智冠,买进,下调,持有,2011-03-11
26991,大和,鹏博士,持有,下调,卖出,2011-03-11
26992,高盛,上海电气,中性,下调,卖出,2011-03-10
26993,花旗集团,黑石集团首次,买进,定为,买进,2011-03-10
26994,瑞士信贷,奇美电子,中性,上调,强于大盘,2011-03-10
26995,瑞士信贷,友达光电,中性,上调,强于大盘,2011-03-10
26996,花旗集团,东方海外国际,持有,上调,买进,2011-03-10
26997,花旗集团,东方海外国际,持有,上调,买进,2011-03-10
26998,大华继显,农业银行首次,买进,定为,买进,2011-03-10
26999,苏格兰皇家银行,Brisa首次,持有,定为,持有,2011-03-10
27000,苏格兰皇家银行,Atlantia首次,买进,定为,买进,2011-03-10
27001,瑞士信贷,欧洲银行业,增持,下调,中性,2011-03-09
27002,摩根大通,纬创资通股份有限公司,增持,下调,中性,2011-03-09
27003,Mackie,Electrovaya首次,买进,定为,买进,2011-03-09
27004,BreanMurrayCarret,英利绿色能源首次,持有,定为,持有,2011-03-08
27005,BreanMurrayCarret,尚德太阳能首次,持有,定为,持有,2011-03-08
27006,BreanMurrayCarret,江西赛维首次,买进,定为,买进,2011-03-08
27007,BreanMurrayCarret,英利绿色能源首次,持有,定为,持有,2011-03-08
27008,摩根士丹利,欧洲工业股,中性,下调,减持,2011-03-08
27009,摩根士丹利,电信服务股,与其他类股一致,上调,具吸引力,2011-03-08
27010,摩根大通,联华电子,增持,下调,中性,2011-03-08
27011,Jennings,FirstMajestic首次,买进,定为,买进,2011-03-08
27012,摩根士丹利,iSoftStone,中性,上调,增持,2011-03-07
27013,瑞银,台积电,中性,上调,买进,2011-03-07
27014,Cowen,SimcerePharmaceutical首次,中性,定为,中性,2011-03-04
27015,汇丰,中信泰富,增持,下调,中性,2011-03-04
27016,瑞银,中国交通建设首次,买进,定为,买进,2011-03-04
27017,RaymondJames,OilStatesInternation首次,强烈建议买进,定为,强烈建议买进,2011-03-03
27018,RaymondJames,Credicorp首次,强于大盘,定为,强于大盘,2011-03-03
27019,WilliamBlair,中国胜达包装集团首次,与大盘一致,定为,与大盘一致,2011-03-03
27020,汇丰,太平洋航运,增持,下调,中性,2011-03-03
27021,BRiley,谷歌首次,买进,定为,买进,2011-03-02
27022,穆迪,龙湖地产的公司家族,Ba2，前景为稳定,定为,Ba2，前景为稳定,2011-03-02
27023,标普,龙湖地产,BB+，前景为稳定,定为,BB,2011-03-02
27024,瑞银,港铁公司,中性,上调,买进,2011-03-02
27025,BRiley,雅虎公司首次,买进,定为,买进,2011-03-02
27026,瑞士信贷,中集集团(A股)首次,中性,定为,中性,2011-03-02
27027,新闻稿：穆迪,中国玻璃,新闻稿：穆迪将中国玻璃评级,上调,B2；评级前景稳定,2011-03-01
27028,穆迪,中国玻璃,穆迪将中国玻璃评级,上调,B2；评级前景为稳定,2011-03-01
27029,汇丰,台积电,中性,上调,增持,2011-03-01
27030,瑞银,汇丰控股,买进,下调,中性,2011-03-01
