,content,date
29538,* 高盛将香港交易所评级从买进下调至中性,2011-06-16
29539,* 花旗集团将重庆农村商业银行评级从持有上调至买进,2011-06-16
29540,* 大和将雨润食品评级从强于大盘 上调至买进,2011-06-16
29541,* 标普将National Bank of Greece的评级下调至CCC，前景负面,2011-06-15
29542,* 标准普尔：将四家希腊银行的评级由'B'下调至'CCC',2011-06-15
29543,* Roth Capital将上海巨人网络科技评级从中性上调至买进,2011-06-15
29544,新闻稿：穆迪将菲律宾主权评级上调至Ba2，前景稳定,2011-06-15
29545,新闻稿：标普将中国房地产开发商评级展望下调至负面,2011-06-15
29546,新闻稿：标普将中国房地产开发商评级展望下调至负面,2011-06-15
29547,* 穆迪将菲律宾主权评级上调至Ba2，前景稳定,2011-06-15
29548,穆迪将法国三家主要银行评级列入可能下调的观察名单,2011-06-15
29549,* DBS唯高达将玖龙纸业评级从持有上调至买进,2011-06-15
29550,* 标普将中国房地产开发商评级前景调整至负面,2011-06-15
29551,* 麦格理将宏达国际评级从强于大盘下调至中性,2011-06-15
29552,* Pacific Crest将人人公司首次评级定为强于大盘,2011-06-14
29553,* 野村证券将东方海外国际评级从买进下调至中性,2011-06-14
29554,* 野村证券将长荣海运股份有限公司评级从中性下调至减持,2011-06-14
29555,新闻稿：惠誉将工银亚洲的长期IDR上调至“A”；评级前景稳定,2011-06-13
29556,* 惠誉将工银亚洲评级上调至“A”，评级前景稳定,2011-06-13
29557,* 瑞士信贷将金风科技首次评级定为弱于大盘，目标价7.20港元,2011-06-13
29558,* 汇丰将SOHO中国评级从中性上调至增持,2011-06-13
29559,* 汇丰将龙湖地产有限公司首次评级定为增持; 目标价16.20港元,2011-06-13
29560,* 高盛将苏泊尔首次评级定为卖出，目标价人民币18.99元,2011-06-13
29561,* 高盛将九阳股份首次评级定为买进，目标价定为人民币16.43元,2011-06-13
29562,* 高盛将老板电器首次评级定为卖出，目标价人民币13.37元,2011-06-13
29563,* 美银美林将正新橡胶工业首次评级定为中性，目标价新台币90元,2011-06-13
29564,* 高盛将中国财险评级从中性上调至买进,2011-06-13
29565,* 美银美林将海螺水泥评级从中性上调至买进,2011-06-13
29566,* 摩根士丹利将新濠国际发展评级从中性上调至增持,2011-06-13
29567,* 瑞银将宝钛股份首次评级定为买进;目标价定为人民币33元,2011-06-13
29568,* 瑞士信贷将长荣航空评级从强于大盘下调至中性,2011-06-13
29569,* 大华继显将交通银行评级从持有下调至卖出,2011-06-13
29570,* 大华继显将交通银行评级从持有下调至卖出,2011-06-13
29571,* 大和将康师傅控股评级从持有上调至买进,2011-06-13
29572,* 标准普尔将永利渡假评级上调至BB+，评级前景正面,2011-06-11
29573,* 标普将Glencore评级上调至“BBB/A-2”，评级前景稳定,2011-06-10
29574,* 瑞士信贷将中银香港（控股）评级从弱于大盘 上调至中性,2011-06-10
29575,* 瑞士信贷将东亚银行评级从中性下调至弱于大盘,2011-06-10
29576,* 大华将特步国际评级从买进下调至持有,2011-06-10
29577,* 大华继显将信义玻璃首次评级定为买进；目标价定为8.83港元,2011-06-10
29578,* 大华继显将中国玻璃首次评级定为买进;目标价定为3.89港元,2011-06-10
29579,"* 中银国际将汇贤房托首次评级定为买进,目标价人民币5.95元",2011-06-10
29580,* 穆迪将7家葡萄牙银行评级置入下调观察名单,2011-06-09
29581,* 瑞士信贷将希慎兴业评级从中性上调至强于大盘,2011-06-08
29582,* 瑞银将山东黄金评级从卖出上调至中性,2011-06-08
29583,* 高盛将软库评级从卖出上调至中性,2011-06-08
29584,* 大和将健鼎科技首次评级定为持有;目标价定为新台币142元,2011-06-08
29585,* 大和将欣兴电子首次评级定为强于大盘;目标价定为新台币58元,2011-06-08
29586,* 大和将景硕科技首次评级定为强于大盘;目标价新台币145元,2011-06-08
29587,* 大和将南亚电路板首次评级定为持有;目标价新台币113元,2011-06-08
29588,* 美林将西太平洋银行评级从中性上调至买进,2011-06-08
29589,* Lazard Capital将星巴克首次评级定为买进,2011-06-07
29590,* 高盛将中信证券评级从买进下调至中性,2011-06-07
29591,* 高盛将中国光大控股评级从中性上调至买进,2011-06-07
29592,* 瑞士信贷将渣打集团评级从强于大盘下调至弱于大盘,2011-06-07
29593,* 瑞士信贷将汇丰控股评级从强于大盘下调至中性,2011-06-07
29594,* 德银将联强国际评级从持有上调至买进,2011-06-07
29595,* 瑞士信贷将联发科技评级从中性下调至弱于大盘,2011-06-07
29596,* 瑞银将裕隆汽车评级从中性上调至买进,2011-06-07
29597,* 瑞士信贷将苏格兰皇家银行首次评级定为中性,2011-06-06
29598,* 瑞士信贷将渣打集团首次评级定为弱于大盘,2011-06-06
29599,* 瑞士信贷将汇丰控股首次评级定为中性,2011-06-06
29600,* 瑞士信贷将巴克莱集团首次评级定为强于大盘,2011-06-06
29601,新闻稿：穆迪将佳兆业集团评级前景下调至负面,2011-06-03
29602,* 汇丰将中国山水水泥评级从中性上调至增持,2011-06-03
29603,* 大和将龙湖地产有限公司首次评级定为持有；目标价12.35港元,2011-06-03
29604,* 瑞士信贷将美高梅中国首次评级定为中性，目标价17.50港元,2011-06-03
29605,* 花旗集团将台达电子首次评级定为卖出；目标价新台币92元,2011-06-03
29606,穆迪将美国银行、花旗及富国银行债务评级列入负面观察名单,2011-06-03
29607,* 大和将中国海洋石油评级从强于大盘上调至买进,2011-06-03
29608,* 标普将港铁公司拟发行人民币票据评级定为AAA,2011-06-02
29609,* 瑞士信贷将裕元集团评级从强于大盘下调至中性,2011-06-02
29610,* 花旗集团将中国金石首次评级定为买进；目标价3.00港元,2011-06-02
29611,* 大和将大立光电首次评级定为卖出；目标价新台币695元,2011-06-02
29612,* Barclays Capital将世纪互联数据中心首次评级定为中性,2011-05-31
29613,* 穆迪将日本15家发行机构评级置入下调观察名单,2011-05-31
29614,* 穆迪将几家日本银行的附属金融公司评级列入负面观察名单,2011-05-31
29615,* 汇丰将永利澳门首次评级定为中性;目标价26.18港元,2011-05-31
29616,* 汇丰将银河娱乐首次评级定为增持,2011-05-31
29617,新闻稿：穆迪将日本银行部分评级列入负面观察名单,2011-05-31
29618,* 野村证券将Glencore Internation首次评级定为减持,2011-05-31
29619,* 野村证券将渣打集团评级从中性上调至买进,2011-05-31
29620,* 穆迪将13家日本政府相关发行人评级列入负面观察名单,2011-05-31
29621,* Maybank将世界华文媒体评级从买进下调至持有,2011-05-31
29622,新闻稿：标普将东电信用评级下调至B+/B，债券评级下调至BB+,2011-05-31
29623,新闻稿：标普将东电信用评级下调至B+/B，债券评级下调至BB+,2011-05-31
29624,* 大华继显将中国油气控股首次评级定为买进；目标价0.78港元,2011-05-31
29625,* 东京电力跌4.6%至311日圆；因标普将其债务评级下调至投机级,2011-05-31
29626,* 标准普尔：将东京电力评级下调至B+/B；债务评级下调至BB+,2011-05-31
29627,* 摩根士丹利将和记电讯香港评级上调至增持,2011-05-30
29628,* 瑞银将中外制药评级从买进下调至中性,2011-05-30
29629,更正：穆迪将新西兰四大银行评级从Aa2下调至Aa3,2011-05-30
29630,* Ticonderoga Securities将惠普公司首次评级定为中性,2011-05-27
29631,* S&P Equity Research将德国商业银行评级从持有上调至买进,2011-05-26
29632,* 瑞银将味千 (中国) 首次评级定为买进，目标价为20.00港元,2011-05-26
29633,* 德银将英国零售类股评级从增持下调至中性,2011-05-25
29634,* 高盛将北京控股评级从买进下调至中性,2011-05-25
29635,* HSBC将亚洲水泥(中国)的评级从中性上调至增持,2011-05-25
29636,* 中银国际将金隅股份首次评级定为买进，目标价为15.04港元,2011-05-25
29637,* 摩根士丹利将海隆控股首次评级定为增持，目标价3.60港元,2011-05-25
29638,* 瑞银将远东宏信首次评级定为中性，目标价8.60港元,2011-05-25
29639,* 标准普尔将意大利四家银行评级前景调整为负面,2011-05-24
29640,* 标准普尔将中国玻璃评级上调至B+，前景为稳定,2011-05-24
29641,新闻稿：穆迪将14家英国金融机构评级列入负面观察名单,2011-05-24
29642,* 穆迪将部分英国金融机构的评级列入负面观察名单,2011-05-24
29643,* 更正：汇丰将中国熔盛重工首次评级定为减持,2011-05-24
29644,* 汇丰将中国熔盛重工首次评级定为增持,2011-05-24
29645,* 穆迪将中国玻璃的评级上调至B1；评级前景稳定,2011-05-24
29646,* 标准普尔将人和商业评级从BB下调至BB-，前景为稳定,2011-05-23
29647,* 大和将晨星半导体评级从强于大盘上调至买进,2011-05-23
29648,* 花旗集团将爱依斯公司评级从持有上调至买进 >AES,2011-05-20
29649,* 德银将瑞士信贷评级从持有上调至买进,2011-05-20
29650,* 巴克莱将江苏宁沪高速公路首次评级定为减持，目标价9.09港元,2011-05-20
29651,"* 巴克莱将浙江沪杭甬首次评级定为中性,目标价7.78港元",2011-05-20
29652,"* 巴克莱将四川成渝高速公路首次评级定为中性,目标价5.33港元",2011-05-20
29653,* 巴克莱将深圳高速公路股份首次评级定为增持，目标价8.43港元,2011-05-20
29654,* 巴克莱将合和公路基建首次评级定为减持，目标价4.46港元,2011-05-20
29655,* 京华山一将腾讯控股首次评级定为买进;目标价定为260.00港元,2011-05-20
29656,* 大华继显将兴业太阳能首次评级定为买进，目标价12.19港元,2011-05-19
29657,* 惠誉将渣打银行(台湾)债券发行评级定为“AAA”,2011-05-19
29658,* 德银将昆仑能源首次评级定为买进，目标价15.80港元,2011-05-19
29659,* 高盛将重庆农村商业银行首次评级定为买进，目标价6.60港元,2011-05-19
29660,* 瑞士信贷将软控股份首次评级定为强于大盘，目标价人民币26元,2011-05-19
29661,美国证券交易委员会将对信用评级行业采取更严厉行动,2011-05-18
29662,* 澳大利亚四家大型银行股价下跌，因穆迪将评级下调至AA2,2011-05-18
29663,* 穆迪将澳大利亚四家主要银行评级由Aa1下调至Aa2,2011-05-18
29664,"* 软库涨4.1%至3,110日圆，之前标普将其评级展望定为正面",2011-05-18
29665,* 瑞银将奇虎360首次评级定为买进，目标价33美元,2011-05-18
29666,* 德银将合和实业首次评级定为买进，目标价28港元,2011-05-18
29667,* 瑞士信贷将中国人寿评级从弱于大盘上调至中性,2011-05-17
29668,新闻稿：标普继续将平安产险的“A”评级留在负面观察名单上,2011-05-17
29669,* 标准普尔将平安财产保险评级保留在负面观察名单中,2011-05-17
29670,*瑞士信贷将中国人寿A股首次评级定为中性;目标价人民币25.08元,2011-05-17
29671,* 大和将新光金控首次评级定为持有;目标价新台币12.35元,2011-05-17
29672,* 高盛将日本股票评级下调至减持,2011-05-17
29673,* 汇丰将中国石化评级从中性下调至减持 >SNP,2011-05-13
29674,* 标普将东京电力评级从BBB+下调至BBB,2011-05-13
29675,* 标普将中国龙工及其拟发债券评级定为BB；评级前景稳定,2011-05-13
29676,* BarCap将中国熔盛重工首次评级定为减持，目标价5.00港元,2011-05-13
29677,* 瑞银将创科实业首次评级定为买进，目标价11.80港元,2011-05-13
29678,* 富国银行将星巴克首次评级定为与大盘一致,2011-05-13
29679,* 瑞士信贷将永亨银行评级从中性上调至强于大盘,2011-05-13
29680,* 苏格兰皇家银行将法国兴业银行评级从卖出上调至持有,2011-05-11
29681,"* 巴克莱将利福国际首次评级定为减持,目标价21.00港元",2011-05-11
29682,* 巴克莱将百盛集团首次评级定为增持，目标价14.40港元,2011-05-11
29683,* 巴克莱将金鹰商贸集团首次评级定为增持，目标价25.00港元,2011-05-11
29684,* 标普将夏普公司评级从A下调至A-，前景为稳定,2011-05-11
29685,* 花旗集团将奇虎360科技首次评级定为买进，目标价37美元,2011-05-11
29686,* 苏格兰皇家银行将必和必拓首次评级定为买进,2011-05-10
29687,* 苏格兰皇家银行将力拓首次评级定为买进,2011-05-10
29688,* Cowen将奇虎360首次评级定为中性 >QIHU,2011-05-10
29689,* 美国银行- 美林将展讯通信有限公司评级从弱于大盘上调至买进,2011-05-09
29690,* Barclays Capital将西方石油公司评级从增持下调至中性,2011-05-09
29691,* 高盛将百事公司评级从买进上调至确信买进,2011-05-09
29692,* 高盛将T. Rowe Price评级从确信买进下调至买进,2011-05-09
29693,* 高盛将E*Trade评级从中性上调至买进,2011-05-09
29694,* 高盛将XL Group评级从买进上调至确信买进,2011-05-09
29695,* Barclays Capital将英国石油公司评级从减持上调至中性,2011-05-09
29696,* Stifel Nicolaus将奇虎360科技首次评级定为持有,2011-05-09
29697,* Duncan-Williams将Noble Corp评级从减持上调至强烈建议买进,2011-05-09
29698,* Duncan-Williams将Helmerich & Payne评级从减持上调至买进,2011-05-09
29699,* 瑞士信贷将中国太保首次评级定为强于大盘，目标价为人民币34.26元,2011-05-06
29700,* 元大将新日光评级从买进下调至卖出,2011-05-06
29701,* Jefferies将亚信控股首次评级定为买进,2011-05-05
29702,* 汇丰将合景泰富首次评级定为增持；目标价8.80港元,2011-05-05
29703,* 摩根士丹利将胜华科技首次评级定为中性；目标价新台币46.00元,2011-05-05
29704,* 摩根士丹利将兴业银行评级从增持下调至中性,2011-05-05
29705,* 高盛将搜房网评级从中性上调至买进,2011-05-05
29706,* 高盛将正崴精密评级从中性上调至买进,2011-05-05
29707,* Auriga将First Solar评级从持有上调至买进 >FSLR,2011-05-04
29708,* Duncan-Williams将Rowan Cos评级从卖出上调至强烈建议买进 >RDC,2011-05-04
29709,* 摩根士丹利将盈德气体评级从中性上调至增持,2011-05-04
29710,* 永丰将介面光电首次评级定为中性;目标价定为新台币88.00元,2011-05-04
29711,* 永丰将胜华科技评级从买进下调至中性,2011-05-04
29712,* 汇丰将远东宏信首次评级定为增持;目标价10.50港元,2011-05-04
29713,* 花旗集团将中华电信评级从买进下调至持有,2011-05-04
29714,* 花旗集团将中国石化评级从买进下调至卖出,2011-05-04
29715,* 大华继显将国泰航空评级从持有下调至卖出,2011-05-04
29716,* 高盛将奇美电子评级从买进下调至中性,2011-05-04
29717,* 高盛将登海种业评级从中性上调至买进,2011-05-03
29718,* 高盛将隆平高科评级从卖出上调至中性,2011-05-03
29719,* 高盛将南方航空(ADS)评级从卖出上调至中性,2011-05-03
29720,* 高盛将东方航空(A股)评级从买进下调至中性,2011-05-03
29721,* 高盛将中国国航(A股)评级从卖出上调至中性,2011-05-03
29722,* 汇丰将中国国航评级从增持下调至中性,2011-05-03
29723,* 里昂证券亚洲将江苏宁沪高速公路评级上调至强于大盘,2011-05-03
29724,* 美国银行将创生控股首次评级定为中性;目标价4.00港元,2011-05-03
29725,* 瑞士信贷将联发科技评级从弱于大盘 上调至中性,2011-05-03
29726,* 汇丰将宏达国际评级从中性下调至减持,2011-05-03
29727,* 瑞士信贷将宏达国际评级从强于大盘下调至中性,2011-05-03
29728,* 标准普尔将新奥能源拟发行的债券评级定为BBB-,2011-04-29
29729,* 元大将晨讯科技首次评级定为买进;目标价1.90港元,2011-04-29
29730,* 元大将茂迪股份有限公司评级从持有下调至卖出,2011-04-29
29731,* 元大将鸿准精密评级从卖出上调至持有,2011-04-29
29732,* 元大将力成科技股份有限公司评级上调至确信买进,2011-04-29
29733,* 里昂证券亚洲将招金矿业评级从买进下调至弱于大盘,2011-04-29
29734,* 里昂证券亚洲将瑞金矿业评级从强于大盘下调至弱于大盘,2011-04-29
29735,* 大和将台达电子评级从弱于大盘下调至卖出,2011-04-29
29736,* 大和将碧桂园首次评级定为强于大盘;目标价3.90港元,2011-04-29
29737,* 大和将台湾水泥股份有限公司评级从弱于大盘上调至买进,2011-04-28
29738,* 大和将亚洲水泥评级从持有上调至买进,2011-04-28
29739,* 瑞士信贷将友达光电股份有限公司评级定为强于大盘,2011-04-28
29740,* BarCap将蒙牛乳业首次评级定为增持，目标价30.00港元,2011-04-27
29741,* 瑞士信贷将洋华评级从强于大盘下调至中性,2011-04-27
29742,* 瑞士信贷将闳晖实业股份有限公司评级从强于大盘下调至中性,2011-04-27
29743,* 瑞士信贷将金隅股份评级从中性上调至强于大盘,2011-04-27
29744,* 瑞士信贷将玉山金控评级从中性上调至强于大盘,2011-04-27
29745,* 瑞士信贷将兆丰金控评级从弱于大盘上调至中性,2011-04-27
29746,* 高盛将台积电评级从中性上调至确信买进,2011-04-27
29747,* Janco Partners将搜狐公司评级从择机买进上调至买进,2011-04-27
29748,* 标准普尔将MI能源的评级定为'B+'；评级前景稳定,2011-04-26
29749,* 美国银行将越秀房地产投资信托基金的首次评级定为买进,2011-04-26
29750,* 美国银行将瑞安房地产首次评级定为中性，目标价为4.05港元,2011-04-26
29751,* 美国银行将SOHO中国首次评级定为买进，目标价为8.55港元,2011-04-26
29752,* 美国银行将世茂房地产首次评级定为买进，目标价14.90港元,2011-04-26
29753,标普将六家日本汽车企业评级展望下调至负面，受减产影响,2011-04-26
29754,标普将六家日本汽车企业评级展望下调至负面，受减产影响,2011-04-26
29755,* 高盛将洋华评级从卖出上调至中性,2011-04-26
29756,* 高盛将联发科技评级从卖出上调至中性,2011-04-26
29757,* 高盛将宸鸿科技评级从中性下调至确信卖出,2011-04-26
29758,* 里昂证券亚洲将山西汾酒评级从中性上调至强于大盘,2011-04-26
29759,* 高盛将新浪评级从中性下调至卖出,2011-04-21
29760,* 高盛将中国铝业股份有限公司评级从卖出上调至中性,2011-04-21
29761,* 瑞银将永利澳门评级从买进下调至中性,2011-04-21
29762,* 瑞银将新濠国际发展评级从中性上调至买进,2011-04-21
29763,* 里昂证券亚洲将Hutchison Port Holdings Trust首次评级定为弱于大盘,2011-04-21
29764,* 高盛将新浪评级从中性下调至卖出,2011-04-21
29765,* 高盛将中国铝业股份有限公司(A股)评级从卖出上调至中性,2011-04-21
29766,* 高盛将华策影视首次评级定为买进;目标价人民币58.05元,2011-04-21
29767,* 元大将创见资讯股份有限公司评级从卖出上调至买进,2011-04-21
29768,* 元大将大立光电股份有限公司评级从持有上调至买进,2011-04-21
29769,* 美国银行美林将江西铜业首次评级定为买进;目标价35.00港元,2011-04-21
29770,* 高盛将中国铝业股份有限公司评级从卖出上调至中性,2011-04-21
29771,* 大华继显将中国远洋评级下调至卖出,2011-04-21
29772,* 瑞信将远光软件首次评级定为强于大盘;目标价人民币30.00元,2011-04-21
29773,* 摩根大通将信义房屋仲介评级从增持下调至中性,2011-04-21
29774,* 大和将宝姿评级从持有上调至强于大盘,2011-04-21
29775,* 大和将东方海外国际评级从强于大盘下调至弱于大盘,2011-04-21
29776,* First Global将友达光电首次评级定为适度弱于大盘,2011-04-20
29777,* 摩根大通将英特尔评级从中性上调至增持,2011-04-20
29778,* 德银将中国联通评级从持有上调至买进,2011-04-20
29779,* 摩根士丹利将汇丰控股评级从中性上调至增持,2011-04-20
29780,* 永丰将宏基股份有限公司评级下调至卖出,2011-04-20
29781,* 野村证券将可成科技评级从减持上调至买进,2011-04-20
29782,* 野村证券将广达电脑评级从买进下调至中性,2011-04-20
29783,* 野村证券将和硕评级从中性下调至减持,2011-04-20
29784,* 里昂证券亚洲将嘉凯城评级从买进下调至弱于大盘,2011-04-20
29785,* 里昂证券亚洲将东方海外国际评级从买进下调至强于大盘,2011-04-20
29786,* 里昂证券亚洲将保利协鑫能源评级从买进下调至强于大盘,2011-04-20
29787,* 高盛将金风科技(H股)评级从中性下调至卖出,2011-04-20
29788,* 麦格理将胜狮货柜评级从中性上调至强于大盘,2011-04-20
29789,* 摩根大通将宏基股份有限公司评级从中性下调至减持,2011-04-20
29790,* Cowen将网易公司评级从强于大盘下调至中性,2011-04-19
29791,新闻稿：标准普尔将华润电力评级前景调整为负面,2011-04-19
29792,* 标准普尔将华润电力评级前景调整为负面,2011-04-19
29793,"* 中银国际将六福集团首次评级定为买进,目标价34.00港元",2011-04-19
29794,"* 中银国际将周生生首次评级定为买进,目标价27.60港元",2011-04-19
29795,* 瑞士信贷将澳博控股评级从中性上调至强于大盘,2011-04-19
29796,* 瑞士信贷将永利澳门评级从弱于大盘上调至中性,2011-04-19
29797,* 瑞士信贷将金沙中国有限公司评级从中性上调至强于大盘,2011-04-19
29798,* 摩根大通将鸿准精密评级从中性上调至增持,2011-04-19
29799,* 美国银行-美林将台湾水泥评级从弱于大盘上调至中性,2011-04-19
29800,* 美国银行-美林将台湾水泥股份有限公司评级从中性上调至买进,2011-04-19
29801,* 野村证券将大立光电股份有限公司评级从中性上调至买进,2011-04-19
29802,* Scotia将戴文能源公司评级下调至与类股一致 >DVN,2011-04-18
29803,加元兑美元走高，因标普将美国政府评级前景下调至负面,2011-04-18
29804,* 标准普尔将对美国政府信用评级的前景下调至负面,2011-04-18
29805,* 瑞士信贷将Infosys技术有限公司评级从强于大盘下调至中性,2011-04-18
29806,* KeyBanc Capital Markets将百思买评级从买进下调至持有 >BBY,2011-04-18
29807,* 摩根士丹利将卡夫食品评级从增持下调至中性 >KFT,2011-04-18
29808,* Jefferies将中国石油首次评级定为买进,2011-04-18
29809,* Jefferies将中国石化首次评级定为持有,2011-04-18
29810,* 标普将力拓评级从BBB+上调至A-，前景为稳定,2011-04-18
29811,* 汇丰控股将合生元国际首次评级定为增持；目标价为16.2港元,2011-04-18
29812,* 花旗集团将中国利郎首次评级定为持有；目标价12.40港元,2011-04-18
29813,* 花旗集团将博士蛙国际首次评级定为买进：目标价6.50港元,2011-04-18
29814,* 元大将福和集团控股首次评级定为买进;目标价3.30港元,2011-04-18
29815,* 瑞士信贷将中国移动评级从强于大盘下调至中性,2011-04-18
29816,* 大和将新普首次评级定为强于大盘;目标价新台币195元,2011-04-18
29817,* 里昂证券亚洲将雪佛龙公司评级从买进下调至强于大盘 >CVX,2011-04-15
29818,* 美国银行-美林将新濠博亚娱乐评级从中性上调至买进 >MPEL,2011-04-15
29819,* 瑞士信贷将中国移动评级从强于大盘下调至中性,2011-04-15
29820,* 瑞士信贷将中国电信评级从中性下调至弱于大盘,2011-04-15
29821,* 汇丰将联咏科技评级从增持下调至减持,2011-04-15
29822,* 穆迪还将爱尔兰短期发行人评级由Prime-2下调至Prime-3,2011-04-15
29823,* 穆迪将爱尔兰评级由Baa1下调至Baa3；评级前景仍为负面,2011-04-15
29824,* 瑞士信贷将包钢稀土的首次评级定为强于大盘,2011-04-15
29825,高盛将金融类股评级从“增持”下调至“中性”,2011-04-15
29826,* 星展唯高达将六福集团首次评级定为买进，目标价33.80港元,2011-04-15
29827,* 法国兴业银行将德银评级从买进下调至持有,2011-04-14
29828,* 法国兴业银行将瑞士信贷评级从持有下调至卖出,2011-04-14
29829,* 摩根士丹利将广州药业评级从增持下调至中性,2011-04-14
29830,* Roth Capital将江西赛维LDK太阳能首次评级定为中性,2011-04-14
29831,* Roth Capital将天合光能首次评级定为中性,2011-04-14
29832,* Roth Capital将英利绿色能源首次评级定为中性,2011-04-14
29833,新闻稿：惠誉将中石油、中石化和中铝本币评级展望下调至负面,2011-04-13
29834,* 惠誉将中石油、中石化和中国铝业的本币发行人违约评级前景调整为负面,2011-04-13
29835,新闻稿：穆迪将雅居乐地产评级上调至Ba2，前景为稳定,2011-04-13
29836,* 摩根士丹利将银河娱乐评级从增持下调至中性,2011-04-12
29837,* Pacific Crest将中国联通评级从与类股一致上调至强于类股,2011-04-11
29838,* Pacific Crest将中国电信评级从强于类股下调至与类股一致,2011-04-11
29839,* 穆迪将保诚的评级展望调整至稳定，因其2010年业绩强劲,2011-04-08
29840,新闻稿：惠誉将中国电信评级上调至“A”；评级前景稳定,2011-04-08
29841,* 大和将台湾东洋首次评级定为买进；目标价新台币205元,2011-04-08
29842,* 大和将东贸首次评级定为买进；目标价新台币105元,2011-04-08
29843,* 惠誉将中国电信的评级上调至'A'；评级前景稳定,2011-04-07
29844,* CIMB将云顶香港首次评级定为强于大盘,2011-04-07
29845,* 花旗集团将永亨银行首次评级定为持有；目标价定为103.00港元,2011-04-07
29846,* 花旗集团将大新银行集团首次评级定为买进；目标价15.50港元,2011-04-07
29847,* 花旗集团将大新金融首次评级定为买进；目标价60.00港元,2011-04-07
29848,* Standpoint Research将诺基亚公司首次评级定为买进 >NOK,2011-04-07
29849,* 标普将中国自动化拟发行债券评级定为BB-，评级展望为稳定,2011-04-06
29850,* 标普将中信泰富中期票据发行计划及拟发行票据评级定为BBB-,2011-04-06
29851,* 高盛将KY美食首次评级定为中性；目标价新台币255元,2011-04-06
29852,* 高盛将味千 (中国) 首次评级定为买进；目标价18.50港元,2011-04-06
29853,穆迪将丰田汽车及其子公司评级列入可能下调评级的名单,2011-04-06
29854,* 穆迪将丰田汽车及其子公司列入可能下调评级的观察名单,2011-04-06
29855,* 惠誉将巴西的评级上调至“BBB”,2011-04-04
29856,* 瑞士信贷将福特汽车公司评级从弱于大盘上调至中性 >F,2011-04-04
29857,* 瑞士信贷将日本房地产类股评级从增持下调至与大盘一致,2011-04-04
29858,* 惠誉将荷兰皇家壳牌评级下调至AA，前景为稳定,2011-04-01
29859,"* 高盛将颀邦科技首次评级定为中性,目标价新台币51元",2011-04-01
29860,* Roth Capital将Yuhe Internation首次评级定为买进,2011-04-01
29861,* Roth Capital将Syswin首次评级定为买进,2011-04-01
29862,* S&P Equity Research将百度评级从买进下调至持有,2011-04-01
29863,* 标普将四家希腊银行评级下调至'B+'，所有评级仍在负面观察,2011-03-31
29864,* 大和将阿里巴巴首次评级定为4(弱于大盘)，目标价11.74港元,2011-03-31
29865,* Sterne Agee将Research In Motion首次评级定为中性,2011-03-30
29866,* 大和将中煤能源评级从2(强于大盘)下调至4(弱于大盘),2011-03-28
29867,* 大和将台湾化纤首次评级定为2（强于大盘）,2011-03-28
29868,* 汇丰将和硕首次评级定为中性，目标价新台币36元,2011-03-25
29869,* 高盛将武汉塑料首次评级定为买进，目标价人民币19.20元,2011-03-25
29870,* 高盛将天威视讯首次评级定为中性，目标价人民币25.9元,2011-03-25
29871,* 高盛将广电网路首次评级定为中性，目标价人民币9.40元,2011-03-25
29872,* 花旗集团将中国中冶评级从卖出上调至持有,2011-03-25
29873,* 摩根士丹利将中化化肥评级从增持下调至中性,2011-03-25
29874,* 麦格理将中煤能源评级从强于大盘下调至中性,2011-03-25
29875,* 德意志证券将索尼公司评级从持有上调至买进,2011-03-25
29876,* 大和将巨腾国际评级从持有下调至弱于大盘,2011-03-25
29877,* 标准普尔：将评估葡萄牙评级下调对银行业的影响,2011-03-25
29878,* 里昂证券亚洲将扬子江评级从卖出上调至弱于大盘,2011-03-24
29879,* 花旗集团将宝龙地产首次评级定为买进；目标价4.23港元,2011-03-24
29880,* 摩根士丹利将中国人寿评级从增持下调至中性,2011-03-24
29881,* 德银将长荣航空评级从卖出上调至持有,2011-03-24
29882,* 德银将中华航空评级从卖出上调至持有,2011-03-24
29883,* 德银将中骏置业控股首次评级定为买进，目标价2.95港元,2011-03-23
29884,新闻稿：穆迪将日本三大财产保险公司的评级前景下调至负面,2011-03-23
29885,* 穆迪将日本三大财险保险商的评级前景调整为负面,2011-03-23
29886,* 高盛将新华医疗首次评级定为中性;目标价人民币26.60元,2011-03-23
29887,* 高盛将乐普医疗首次评级定为中性;目标价人民币28.30元,2011-03-23
29888,* 高盛将鱼跃医疗首次评级定为买进;目标价人民币48.60元,2011-03-23
29889,* 大华继显将世茂房地产评级从卖出上调至持有,2011-03-23
29890,* 大华继显将亨得利评级从买进下调至持有,2011-03-23
29891,* 花旗集团将台湾塑胶评级从买进下调至持有,2011-03-23
29892,* 摩根大通将康师傅控股评级从减持上调至中性,2011-03-22
29893,* 摩根士丹利将中国南车首次评级定为增持;目标价9.80港元,2011-03-22
29894,* 摩根士丹利将中国北车首次评级定为中性;目标价人民币8.90元,2011-03-22
29895,* 摩根士丹利将TCL多媒体评级从增持下调至中性,2011-03-22
29896,* 摩根士丹利将冠捷科技评级从中性上调至增持,2011-03-22
29897,* 野村证券将东京电力评级从买进下调至中性,2011-03-22
29898,* 标普将华润电力信用评级置于负面观察名单,2011-03-21
29899,* 摩根大通将恒基地产评级从增持下调至中性,2011-03-21
29900,* 高盛将永亨银行评级从买进下调至中性,2011-03-21
29901,* 高盛将汇丰控股评级从中性上调至买进,2011-03-21
29902,* 高盛将创兴银行评级从中性下调至卖出,2011-03-21
